,index,Unnamed: 0,dteday,instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weeks_mean
6586,6586,6586,2011-10-02 10:00:00,6477,4,0,10,10,0,0,0,2,0.36,0.3333,0.71,0.2836,60,188,248,290.0
6587,6587,6587,2011-10-02 11:00:00,6478,4,0,10,11,0,0,0,2,0.38,0.3939,0.66,0.2537,74,218,292,360.0
6588,6588,6588,2011-10-02 12:00:00,6479,4,0,10,12,0,0,0,2,0.4,0.4091,0.62,0.194,78,243,321,396.0
6589,6589,6589,2011-10-02 13:00:00,6480,4,0,10,13,0,0,0,3,0.4,0.4091,0.62,0.2239,84,224,308,365.0
6590,6590,6590,2011-10-02 14:00:00,6481,4,0,10,14,0,0,0,3,0.36,0.3485,0.81,0.1642,61,195,256,333.0
6591,6591,6591,2011-10-02 15:00:00,6482,4,0,10,15,0,0,0,3,0.36,0.3333,0.81,0.2537,29,144,173,374.0
6592,6592,6592,2011-10-02 16:00:00,6483,4,0,10,16,0,0,0,3,0.36,0.3485,0.87,0.194,44,162,206,439.0
6593,6593,6593,2011-10-02 17:00:00,6484,4,0,10,17,0,0,0,3,0.36,0.3485,0.87,0.1642,32,135,167,375.0
6594,6594,6594,2011-10-02 18:00:00,6485,4,0,10,18,0,0,0,2,0.36,0.3485,0.81,0.194,16,158,174,344.0
6595,6595,6595,2011-10-02 19:00:00,6486,4,0,10,19,0,0,0,2,0.38,0.3939,0.76,0.1642,34,128,162,302.0
6596,6596,6596,2011-10-02 20:00:00,6487,4,0,10,20,0,0,0,2,0.36,0.3333,0.76,0.2537,16,71,87,197.0
6597,6597,6597,2011-10-02 21:00:00,6488,4,0,10,21,0,0,0,1,0.36,0.3485,0.71,0.2239,17,71,88,148.0
6598,6598,6598,2011-10-02 22:00:00,6489,4,0,10,22,0,0,0,3,0.36,0.3636,0.81,0.0896,9,55,64,94.0
6599,6599,6599,2011-10-02 23:00:00,6490,4,0,10,23,0,0,0,1,0.36,0.3636,0.81,0.0896,6,19,25,59.0
6600,6600,6600,2011-10-03 00:00:00,6491,4,0,10,0,0,1,1,1,0.34,0.3485,0.87,0.1045,3,13,16,27.0
6601,6601,6601,2011-10-03 01:00:00,6492,4,0,10,1,0,1,1,1,0.36,0.3636,0.81,0.0896,1,5,6,13.0
6602,6602,6602,2011-10-03 02:00:00,6493,4,0,10,2,0,1,1,1,0.36,0.3636,0.76,0.1045,0,4,4,8.0
6603,6603,6603,2011-10-03 03:00:00,6494,4,0,10,3,0,1,1,1,0.36,0.3788,0.81,0.0,1,6,7,4.0
6604,6604,6604,2011-10-03 04:00:00,6495,4,0,10,4,0,1,1,1,0.34,0.3485,0.87,0.1045,2,6,8,6.0
6605,6605,6605,2011-10-03 05:00:00,6496,4,0,10,5,0,1,1,2,0.36,0.3636,0.76,0.1045,4,17,21,26.0
6606,6606,6606,2011-10-03 06:00:00,6497,4,0,10,6,0,1,1,2,0.36,0.3788,0.71,0.0,3,91,94,112.0
6607,6607,6607,2011-10-03 07:00:00,6498,4,0,10,7,0,1,1,2,0.36,0.3485,0.71,0.1343,8,241,249,325.0
6608,6608,6608,2011-10-03 08:00:00,6499,4,0,10,8,0,1,1,2,0.36,0.3636,0.71,0.1045,13,359,372,394.0
6609,6609,6609,2011-10-03 09:00:00,6500,4,0,10,9,0,1,1,2,0.4,0.4091,0.66,0.0896,12,141,153,199.0
6610,6610,6610,2011-10-03 10:00:00,6501,4,0,10,10,0,1,1,2,0.4,0.4091,0.66,0.1045,19,82,101,129.0
6611,6611,6611,2011-10-03 11:00:00,6502,4,0,10,11,0,1,1,2,0.4,0.4091,0.71,0.2239,26,100,126,154.0
6612,6612,6612,2011-10-03 12:00:00,6503,4,0,10,12,0,1,1,2,0.4,0.4091,0.71,0.1343,29,118,147,194.0
6613,6613,6613,2011-10-03 13:00:00,6504,4,0,10,13,0,1,1,3,0.42,0.4242,0.67,0.1642,16,102,118,176.0
6614,6614,6614,2011-10-03 14:00:00,6505,4,0,10,14,0,1,1,3,0.4,0.4091,0.76,0.0,26,94,120,177.0
6615,6615,6615,2011-10-03 15:00:00,6506,4,0,10,15,0,1,1,3,0.4,0.4091,0.76,0.0,22,79,101,203.0
6616,6616,6616,2011-10-03 16:00:00,6507,4,0,10,16,0,1,1,2,0.4,0.4091,0.76,0.1045,16,202,218,291.0
6617,6617,6617,2011-10-03 17:00:00,6508,4,0,10,17,0,1,1,2,0.4,0.4091,0.76,0.1642,40,455,495,576.0
6618,6618,6618,2011-10-03 18:00:00,6509,4,0,10,18,0,1,1,2,0.4,0.4091,0.76,0.1642,28,384,412,555.0
6619,6619,6619,2011-10-03 19:00:00,6510,4,0,10,19,0,1,1,1,0.4,0.4091,0.76,0.0,15,300,315,398.0
6620,6620,6620,2011-10-03 20:00:00,6511,4,0,10,20,0,1,1,3,0.4,0.4091,0.82,0.0,13,191,204,260.0
6621,6621,6621,2011-10-03 21:00:00,6512,4,0,10,21,0,1,1,2,0.4,0.4091,0.82,0.0,10,128,138,192.0
6622,6622,6622,2011-10-03 22:00:00,6513,4,0,10,22,0,1,1,2,0.4,0.4091,0.82,0.0,12,79,91,138.0
6623,6623,6623,2011-10-03 23:00:00,6514,4,0,10,23,0,1,1,2,0.4,0.4091,0.82,0.1045,11,43,54,71.0
6624,6624,6624,2011-10-04 00:00:00,6515,4,0,10,0,0,2,1,2,0.4,0.4091,0.87,0.0896,5,22,27,29.0
6625,6625,6625,2011-10-04 01:00:00,6516,4,0,10,1,0,2,1,2,0.4,0.4091,0.87,0.1045,1,8,9,11.0
6626,6626,6626,2011-10-04 02:00:00,6517,4,0,10,2,0,2,1,2,0.4,0.4091,0.87,0.0,1,2,3,6.0
6627,6627,6627,2011-10-04 03:00:00,6518,4,0,10,3,0,2,1,1,0.4,0.4091,0.82,0.1045,3,3,6,6.0
6628,6628,6628,2011-10-04 04:00:00,6519,4,0,10,4,0,2,1,1,0.4,0.4091,0.82,0.0896,3,4,7,7.0
6629,6629,6629,2011-10-04 05:00:00,6520,4,0,10,5,0,2,1,1,0.4,0.4091,0.82,0.1343,2,25,27,22.0
6630,6630,6630,2011-10-04 06:00:00,6521,4,0,10,6,0,2,1,1,0.4,0.4091,0.82,0.1045,3,109,112,120.0
6631,6631,6631,2011-10-04 07:00:00,6522,4,0,10,7,0,2,1,1,0.42,0.4242,0.82,0.2836,11,298,309,313.0
6632,6632,6632,2011-10-04 08:00:00,6523,4,0,10,8,0,2,1,1,0.44,0.4394,0.77,0.2239,28,372,400,354.0
6633,6633,6633,2011-10-04 09:00:00,6524,4,0,10,9,0,2,1,1,0.46,0.4545,0.67,0.2537,19,168,187,159.0
6634,6634,6634,2011-10-04 10:00:00,6525,4,0,10,10,0,2,1,1,0.48,0.4697,0.67,0.2836,19,107,126,96.0
6635,6635,6635,2011-10-04 11:00:00,6526,4,0,10,11,0,2,1,1,0.54,0.5152,0.64,0.2836,22,102,124,111.0
6636,6636,6636,2011-10-04 12:00:00,6527,4,0,10,12,0,2,1,1,0.56,0.5303,0.56,0.2985,39,160,199,136.0
6637,6637,6637,2011-10-04 13:00:00,6528,4,0,10,13,0,2,1,1,0.56,0.5303,0.56,0.2985,20,153,173,146.0
6638,6638,6638,2011-10-04 14:00:00,6529,4,0,10,14,0,2,1,1,0.58,0.5455,0.53,0.2537,27,156,183,151.0
6639,6639,6639,2011-10-04 15:00:00,6530,4,0,10,15,0,2,1,1,0.58,0.5455,0.56,0.2836,28,166,194,192.0
6640,6640,6640,2011-10-04 16:00:00,6531,4,0,10,16,0,2,1,1,0.58,0.5455,0.56,0.3284,36,273,309,271.0
6641,6641,6641,2011-10-04 17:00:00,6532,4,0,10,17,0,2,1,1,0.56,0.5303,0.6,0.3881,55,530,585,540.0
6642,6642,6642,2011-10-04 18:00:00,6533,4,0,10,18,0,2,1,1,0.54,0.5152,0.64,0.2836,68,456,524,462.0
6643,6643,6643,2011-10-04 19:00:00,6534,4,0,10,19,0,2,1,1,0.52,0.5,0.68,0.2239,35,310,345,351.0
6644,6644,6644,2011-10-04 20:00:00,6535,4,0,10,20,0,2,1,1,0.52,0.5,0.68,0.2239,25,236,261,254.0
6645,6645,6645,2011-10-04 21:00:00,6536,4,0,10,21,0,2,1,1,0.5,0.4848,0.72,0.1343,22,144,166,216.0
6646,6646,6646,2011-10-04 22:00:00,6537,4,0,10,22,0,2,1,1,0.5,0.4848,0.72,0.1343,8,106,114,138.0
6647,6647,6647,2011-10-04 23:00:00,6538,4,0,10,23,0,2,1,1,0.48,0.4697,0.77,0.1343,6,60,66,83.0
6648,6648,6648,2011-10-05 00:00:00,6539,4,0,10,0,0,3,1,1,0.48,0.4697,0.77,0.1343,7,36,43,32.0
6649,6649,6649,2011-10-05 01:00:00,6540,4,0,10,1,0,3,1,1,0.48,0.4697,0.77,0.1642,4,7,11,13.0
6650,6650,6650,2011-10-05 02:00:00,6541,4,0,10,2,0,3,1,1,0.46,0.4545,0.82,0.1642,1,2,3,7.0
6651,6651,6651,2011-10-05 03:00:00,6542,4,0,10,3,0,3,1,1,0.46,0.4545,0.82,0.1045,1,5,6,6.0
6652,6652,6652,2011-10-05 04:00:00,6543,4,0,10,4,0,3,1,1,0.44,0.4394,0.88,0.0,1,4,5,7.0
6653,6653,6653,2011-10-05 05:00:00,6544,4,0,10,5,0,3,1,1,0.44,0.4394,0.82,0.1343,3,29,32,28.0
6654,6654,6654,2011-10-05 06:00:00,6545,4,0,10,6,0,3,1,1,0.44,0.4394,0.82,0.1045,5,112,117,125.0
6655,6655,6655,2011-10-05 07:00:00,6546,4,0,10,7,0,3,1,1,0.46,0.4545,0.77,0.1045,9,292,301,295.0
6656,6656,6656,2011-10-05 08:00:00,6547,4,0,10,8,0,3,1,1,0.52,0.5,0.63,0.0,26,441,467,393.0
6657,6657,6657,2011-10-05 09:00:00,6548,4,0,10,9,0,3,1,1,0.54,0.5152,0.6,0.2985,32,187,219,188.0
6658,6658,6658,2011-10-05 10:00:00,6549,4,0,10,10,0,3,1,1,0.56,0.5303,0.56,0.3881,30,103,133,135.0
6659,6659,6659,2011-10-05 11:00:00,6550,4,0,10,11,0,3,1,1,0.6,0.6212,0.46,0.2836,32,138,170,165.0
6660,6660,6660,2011-10-05 12:00:00,6551,4,0,10,12,0,3,1,1,0.62,0.6212,0.43,0.3284,34,180,214,196.0
6661,6661,6661,2011-10-05 13:00:00,6552,4,0,10,13,0,3,1,1,0.64,0.6212,0.41,0.2239,30,189,219,174.0
6662,6662,6662,2011-10-05 14:00:00,6553,4,0,10,14,0,3,1,1,0.64,0.6212,0.41,0.2836,34,156,190,158.0
6663,6663,6663,2011-10-05 15:00:00,6554,4,0,10,15,0,3,1,1,0.64,0.6212,0.47,0.2836,35,147,182,181.0
6664,6664,6664,2011-10-05 16:00:00,6555,4,0,10,16,0,3,1,1,0.64,0.6212,0.47,0.3284,37,245,282,279.0
6665,6665,6665,2011-10-05 17:00:00,6556,4,0,10,17,0,3,1,1,0.64,0.6212,0.47,0.2537,66,525,591,575.0
6666,6666,6666,2011-10-05 18:00:00,6557,4,0,10,18,0,3,1,1,0.6,0.6212,0.53,0.1642,57,536,593,506.0
6667,6667,6667,2011-10-05 19:00:00,6558,4,0,10,19,0,3,1,1,0.58,0.5455,0.56,0.1343,40,334,374,345.0
6668,6668,6668,2011-10-05 20:00:00,6559,4,0,10,20,0,3,1,1,0.52,0.5,0.77,0.1642,18,228,246,174.0
6669,6669,6669,2011-10-05 21:00:00,6560,4,0,10,21,0,3,1,1,0.5,0.4848,0.82,0.1045,28,173,201,162.0
6670,6670,6670,2011-10-05 22:00:00,6561,4,0,10,22,0,3,1,1,0.52,0.5,0.72,0.0,20,134,154,125.0
6671,6671,6671,2011-10-05 23:00:00,6562,4,0,10,23,0,3,1,1,0.5,0.4848,0.77,0.1045,9,64,73,79.0
6672,6672,6672,2011-10-06 00:00:00,6563,4,0,10,0,0,4,1,1,0.5,0.4848,0.72,0.194,6,34,40,39.0
6673,6673,6673,2011-10-06 01:00:00,6564,4,0,10,1,0,4,1,1,0.48,0.4697,0.63,0.194,5,17,22,18.0
6674,6674,6674,2011-10-06 02:00:00,6565,4,0,10,2,0,4,1,1,0.46,0.4545,0.67,0.194,2,8,10,6.0
6675,6675,6675,2011-10-06 03:00:00,6566,4,0,10,3,0,4,1,1,0.44,0.4394,0.67,0.2239,1,4,5,9.0
6676,6676,6676,2011-10-06 04:00:00,6567,4,0,10,4,0,4,1,1,0.44,0.4394,0.62,0.2836,0,5,5,5.0
6677,6677,6677,2011-10-06 05:00:00,6568,4,0,10,5,0,4,1,1,0.42,0.4242,0.62,0.194,0,24,24,28.0
6678,6678,6678,2011-10-06 06:00:00,6569,4,0,10,6,0,4,1,1,0.4,0.4091,0.66,0.194,4,110,114,112.0
6679,6679,6679,2011-10-06 07:00:00,6570,4,0,10,7,0,4,1,1,0.42,0.4242,0.62,0.194,15,287,302,311.0
6680,6680,6680,2011-10-06 08:00:00,6571,4,0,10,8,0,4,1,1,0.44,0.4394,0.62,0.1642,20,437,457,412.0
6681,6681,6681,2011-10-06 09:00:00,6572,4,0,10,9,0,4,1,1,0.46,0.4545,0.63,0.194,20,188,208,212.0
6682,6682,6682,2011-10-06 10:00:00,6573,4,0,10,10,0,4,1,1,0.52,0.5,0.52,0.0,24,105,129,123.0
6683,6683,6683,2011-10-06 11:00:00,6574,4,0,10,11,0,4,1,1,0.54,0.5152,0.49,0.0,29,115,144,161.0
6684,6684,6684,2011-10-06 12:00:00,6575,4,0,10,12,0,4,1,1,0.56,0.5303,0.49,0.0896,46,180,226,183.0
6685,6685,6685,2011-10-06 13:00:00,6576,4,0,10,13,0,4,1,1,0.56,0.5303,0.46,0.0896,33,158,191,198.0
6686,6686,6686,2011-10-06 14:00:00,6577,4,0,10,14,0,4,1,1,0.58,0.5455,0.43,0.0896,56,139,195,173.0
6687,6687,6687,2011-10-06 15:00:00,6578,4,0,10,15,0,4,1,1,0.58,0.5455,0.46,0.1343,62,157,219,181.0
6688,6688,6688,2011-10-06 16:00:00,6579,4,0,10,16,0,4,1,1,0.58,0.5455,0.49,0.194,51,272,323,271.0
6689,6689,6689,2011-10-06 17:00:00,6580,4,0,10,17,0,4,1,1,0.56,0.5303,0.52,0.1343,63,505,568,471.0
6690,6690,6690,2011-10-06 18:00:00,6581,4,0,10,18,0,4,1,1,0.54,0.5152,0.64,0.0896,59,479,538,460.0
6691,6691,6691,2011-10-06 19:00:00,6582,4,0,10,19,0,4,1,1,0.52,0.5,0.59,0.1045,38,305,343,345.0
6692,6692,6692,2011-10-06 20:00:00,6583,4,0,10,20,0,4,1,1,0.5,0.4848,0.77,0.1045,29,231,260,269.0
6693,6693,6693,2011-10-06 21:00:00,6584,4,0,10,21,0,4,1,1,0.46,0.4545,0.88,0.0896,34,161,195,197.0
6694,6694,6694,2011-10-06 22:00:00,6585,4,0,10,22,0,4,1,1,0.46,0.4545,0.82,0.0,24,124,148,159.0
6695,6695,6695,2011-10-06 23:00:00,6586,4,0,10,23,0,4,1,1,0.44,0.4394,0.88,0.0896,18,81,99,88.0
6696,6696,6696,2011-10-07 00:00:00,6587,4,0,10,0,0,5,1,1,0.44,0.4394,0.88,0.0,19,48,67,53.0
6697,6697,6697,2011-10-07 01:00:00,6588,4,0,10,1,0,5,1,1,0.44,0.4394,0.88,0.0,3,25,28,27.0
6698,6698,6698,2011-10-07 02:00:00,6589,4,0,10,2,0,5,1,1,0.42,0.4242,0.88,0.0,0,5,5,15.0
6699,6699,6699,2011-10-07 03:00:00,6590,4,0,10,3,0,5,1,1,0.4,0.4091,0.87,0.0,1,9,10,6.0
6700,6700,6700,2011-10-07 04:00:00,6591,4,0,10,4,0,5,1,1,0.4,0.4091,0.87,0.1045,0,5,5,8.0
6701,6701,6701,2011-10-07 05:00:00,6592,4,0,10,5,0,5,1,1,0.42,0.4242,0.82,0.0,3,24,27,27.0
6702,6702,6702,2011-10-07 06:00:00,6593,4,0,10,6,0,5,1,1,0.42,0.4242,0.88,0.0,3,84,87,98.0
6703,6703,6703,2011-10-07 07:00:00,6594,4,0,10,7,0,5,1,1,0.42,0.4242,0.94,0.0,5,237,242,283.0
6704,6704,6704,2011-10-07 08:00:00,6595,4,0,10,8,0,5,1,1,0.46,0.4545,0.82,0.0,31,386,417,394.0
6705,6705,6705,2011-10-07 09:00:00,6596,4,0,10,9,0,5,1,1,0.48,0.4697,0.77,0.0,34,207,241,186.0
6706,6706,6706,2011-10-07 10:00:00,6597,4,0,10,10,0,5,1,1,0.52,0.5,0.68,0.0896,48,126,174,114.0
6707,6707,6707,2011-10-07 11:00:00,6598,4,0,10,11,0,5,1,1,0.56,0.5303,0.63,0.0,80,150,230,139.0
6708,6708,6708,2011-10-07 12:00:00,6599,4,0,10,12,0,5,1,1,0.6,0.6212,0.53,0.0,61,174,235,178.0
6709,6709,6709,2011-10-07 13:00:00,6600,4,0,10,13,0,5,1,1,0.6,0.6212,0.46,0.0,95,210,305,174.0
6710,6710,6710,2011-10-07 14:00:00,6601,4,0,10,14,0,5,1,1,0.62,0.6212,0.5,0.0,77,179,256,172.0
6711,6711,6711,2011-10-07 15:00:00,6602,4,0,10,15,0,5,1,1,0.66,0.6212,0.41,0.0,68,202,270,170.0
6712,6712,6712,2011-10-07 16:00:00,6603,4,0,10,16,0,5,1,1,0.64,0.6212,0.44,0.0,73,346,419,258.0
6713,6713,6713,2011-10-07 17:00:00,6604,4,0,10,17,0,5,1,1,0.6,0.6212,0.56,0.2537,101,462,563,419.0
6714,6714,6714,2011-10-07 18:00:00,6605,4,0,10,18,0,5,1,1,0.56,0.5303,0.6,0.0896,94,371,465,409.0
6715,6715,6715,2011-10-07 19:00:00,6606,4,0,10,19,0,5,1,1,0.56,0.5303,0.52,0.0,51,243,294,312.0
6716,6716,6716,2011-10-07 20:00:00,6607,4,0,10,20,0,5,1,1,0.54,0.5152,0.49,0.0,30,167,197,211.0
6717,6717,6717,2011-10-07 21:00:00,6608,4,0,10,21,0,5,1,1,0.5,0.4848,0.68,0.0,22,144,166,169.0
6718,6718,6718,2011-10-07 22:00:00,6609,4,0,10,22,0,5,1,1,0.5,0.4848,0.68,0.0,27,119,146,161.0
6719,6719,6719,2011-10-07 23:00:00,6610,4,0,10,23,0,5,1,1,0.5,0.4848,0.63,0.0,23,113,136,135.0
6720,6720,6720,2011-10-08 00:00:00,6611,4,0,10,0,0,6,0,1,0.48,0.4697,0.72,0.0,17,72,89,110.0
6721,6721,6721,2011-10-08 01:00:00,6612,4,0,10,1,0,6,0,1,0.46,0.4545,0.82,0.0,14,51,65,72.0
6722,6722,6722,2011-10-08 02:00:00,6613,4,0,10,2,0,6,0,1,0.46,0.4545,0.82,0.0,4,41,45,71.0
6723,6723,6723,2011-10-08 03:00:00,6614,4,0,10,3,0,6,0,1,0.44,0.4394,0.88,0.0,4,16,20,28.0
6724,6724,6724,2011-10-08 04:00:00,6615,4,0,10,4,0,6,0,1,0.42,0.4242,0.94,0.1343,3,7,10,7.0
6725,6725,6725,2011-10-08 05:00:00,6616,4,0,10,5,0,6,0,1,0.42,0.4242,0.88,0.1045,1,7,8,5.0
6726,6726,6726,2011-10-08 06:00:00,6617,4,0,10,6,0,6,0,1,0.42,0.4242,0.94,0.0,6,16,22,20.0
6727,6727,6727,2011-10-08 07:00:00,6618,4,0,10,7,0,6,0,1,0.42,0.4242,0.94,0.0896,27,46,73,40.0
6728,6728,6728,2011-10-08 08:00:00,6619,4,0,10,8,0,6,0,1,0.46,0.4545,0.82,0.0,14,89,103,99.0
6729,6729,6729,2011-10-08 09:00:00,6620,4,0,10,9,0,6,0,1,0.5,0.4848,0.77,0.0,54,163,217,160.0
6730,6730,6730,2011-10-08 10:00:00,6621,4,0,10,10,0,6,0,1,0.52,0.5,0.77,0.0,120,217,337,221.0
6731,6731,6731,2011-10-08 11:00:00,6622,4,0,10,11,0,6,0,1,0.58,0.5455,0.56,0.0,176,221,397,295.0
6732,6732,6732,2011-10-08 12:00:00,6623,4,0,10,12,0,6,0,1,0.62,0.6212,0.35,0.0,191,255,446,312.0
6733,6733,6733,2011-10-08 13:00:00,6624,4,0,10,13,0,6,0,1,0.62,0.6212,0.46,0.1045,256,229,485,311.0
6734,6734,6734,2011-10-08 14:00:00,6625,4,0,10,14,0,6,0,1,0.62,0.6212,0.5,0.0896,251,214,465,289.0
6735,6735,6735,2011-10-08 15:00:00,6626,4,0,10,15,0,6,0,1,0.66,0.6212,0.39,0.0,262,234,496,334.0
6736,6736,6736,2011-10-08 16:00:00,6627,4,0,10,16,0,6,0,1,0.64,0.6212,0.44,0.0896,221,230,451,326.0
6737,6737,6737,2011-10-08 17:00:00,6628,4,0,10,17,0,6,0,1,0.62,0.6212,0.5,0.1343,174,219,393,338.0
6738,6738,6738,2011-10-08 18:00:00,6629,4,0,10,18,0,6,0,1,0.6,0.6212,0.46,0.1045,135,224,359,290.0
6739,6739,6739,2011-10-08 19:00:00,6630,4,0,10,19,0,6,0,1,0.54,0.5152,0.68,0.1343,76,172,248,230.0
6740,6740,6740,2011-10-08 20:00:00,6631,4,0,10,20,0,6,0,1,0.52,0.5,0.77,0.1045,78,124,202,162.0
6741,6741,6741,2011-10-08 21:00:00,6632,4,0,10,21,0,6,0,1,0.52,0.5,0.77,0.0,54,133,187,149.0
6742,6742,6742,2011-10-08 22:00:00,6633,4,0,10,22,0,6,0,1,0.5,0.4848,0.77,0.0,45,104,149,135.0
6743,6743,6743,2011-10-08 23:00:00,6634,4,0,10,23,0,6,0,1,0.48,0.4697,0.88,0.0,52,90,142,117.0
6744,6744,6744,2011-10-09 00:00:00,6635,4,0,10,0,0,0,0,1,0.46,0.4545,0.88,0.0896,46,83,129,111.0
6745,6745,6745,2011-10-09 01:00:00,6636,4,0,10,1,0,0,0,1,0.46,0.4545,0.88,0.0,15,63,78,76.0
6746,6746,6746,2011-10-09 02:00:00,6637,4,0,10,2,0,0,0,1,0.46,0.4545,0.88,0.0,20,35,55,75.0
6747,6747,6747,2011-10-09 03:00:00,6638,4,0,10,3,0,0,0,1,0.44,0.4394,0.88,0.0,10,20,30,35.0
6748,6748,6748,2011-10-09 04:00:00,6639,4,0,10,4,0,0,0,1,0.44,0.4394,0.88,0.0,7,7,14,5.0
6749,6749,6749,2011-10-09 05:00:00,6640,4,0,10,5,0,0,0,1,0.44,0.4394,0.88,0.0,1,14,15,5.0
6750,6750,6750,2011-10-09 06:00:00,6641,4,0,10,6,0,0,0,1,0.44,0.4394,0.88,0.0,7,14,21,15.0
6751,6751,6751,2011-10-09 07:00:00,6642,4,0,10,7,0,0,0,1,0.44,0.4394,0.86,0.0,18,26,44,37.0
6752,6752,6752,2011-10-09 08:00:00,6643,4,0,10,8,0,0,0,1,0.46,0.4545,0.88,0.0,25,82,107,73.0
6753,6753,6753,2011-10-09 09:00:00,6644,4,0,10,9,0,0,0,1,0.5,0.4848,0.77,0.0,66,119,185,137.0
6754,6754,6754,2011-10-09 10:00:00,6645,4,0,10,10,0,0,0,1,0.56,0.5303,0.68,0.0896,155,210,365,261.0
6755,6755,6755,2011-10-09 11:00:00,6646,4,0,10,11,0,0,0,1,0.62,0.6212,0.53,0.0896,189,234,423,323.0
6756,6756,6756,2011-10-09 12:00:00,6647,4,0,10,12,0,0,0,1,0.64,0.6212,0.44,0.0896,212,243,455,366.0
6757,6757,6757,2011-10-09 13:00:00,6648,4,0,10,13,0,0,0,1,0.66,0.6212,0.44,0.0896,225,193,418,351.0
6758,6758,6758,2011-10-09 14:00:00,6649,4,0,10,14,0,0,0,1,0.68,0.6364,0.47,0.1642,272,228,500,305.0
6759,6759,6759,2011-10-09 15:00:00,6650,4,0,10,15,0,0,0,1,0.68,0.6364,0.51,0.1642,198,209,407,297.0
6760,6760,6760,2011-10-09 16:00:00,6651,4,0,10,16,0,0,0,1,0.66,0.6212,0.5,0.1343,223,247,470,346.0
6761,6761,6761,2011-10-09 17:00:00,6652,4,0,10,17,0,0,0,1,0.62,0.6061,0.61,0.1045,208,230,438,304.0
6762,6762,6762,2011-10-09 18:00:00,6653,4,0,10,18,0,0,0,1,0.64,0.6212,0.5,0.1045,186,228,414,289.0
6763,6763,6763,2011-10-09 19:00:00,6654,4,0,10,19,0,0,0,1,0.56,0.5303,0.73,0.0896,116,186,302,245.0
6764,6764,6764,2011-10-09 20:00:00,6655,4,0,10,20,0,0,0,1,0.56,0.5303,0.73,0.1045,59,134,193,151.0
6765,6765,6765,2011-10-09 21:00:00,6656,4,0,10,21,0,0,0,1,0.54,0.5152,0.83,0.1045,53,120,173,124.0
6766,6766,6766,2011-10-09 22:00:00,6657,4,0,10,22,0,0,0,2,0.52,0.5,0.94,0.0,48,104,152,84.0
6767,6767,6767,2011-10-09 23:00:00,6658,4,0,10,23,0,0,0,1,0.5,0.4848,0.88,0.1045,38,85,123,53.0
6768,6768,6768,2011-10-10 00:00:00,6659,4,0,10,0,1,1,0,1,0.5,0.4848,0.94,0.0,11,42,53,27.0
6769,6769,6769,2011-10-10 01:00:00,6660,4,0,10,1,1,1,0,1,0.48,0.4697,0.88,0.0,4,30,34,11.0
6770,6770,6770,2011-10-10 02:00:00,6661,4,0,10,2,1,1,0,1,0.48,0.4697,0.88,0.0,4,15,19,8.0
6771,6771,6771,2011-10-10 03:00:00,6662,4,0,10,3,1,1,0,1,0.46,0.4545,0.88,0.0,2,9,11,6.0
6772,6772,6772,2011-10-10 04:00:00,6663,4,0,10,4,1,1,0,1,0.46,0.4545,0.94,0.0,2,4,6,7.0
6773,6773,6773,2011-10-10 05:00:00,6664,4,0,10,5,1,1,0,1,0.46,0.4545,0.94,0.0,2,19,21,25.0
6774,6774,6774,2011-10-10 06:00:00,6665,4,0,10,6,1,1,0,1,0.44,0.4394,0.94,0.0,5,39,44,107.0
6775,6775,6775,2011-10-10 07:00:00,6666,4,0,10,7,1,1,0,1,0.46,0.4545,0.88,0.0,12,102,114,304.0
6776,6776,6776,2011-10-10 08:00:00,6667,4,0,10,8,1,1,0,1,0.52,0.5,0.83,0.0,27,227,254,382.0
6777,6777,6777,2011-10-10 09:00:00,6668,4,0,10,9,1,1,0,1,0.54,0.5152,0.77,0.0,58,161,219,191.0
6778,6778,6778,2011-10-10 10:00:00,6669,4,0,10,10,1,1,0,1,0.56,0.5303,0.73,0.1642,107,158,265,120.0
6779,6779,6779,2011-10-10 11:00:00,6670,4,0,10,11,1,1,0,1,0.62,0.6061,0.69,0.0896,139,183,322,141.0
6780,6780,6780,2011-10-10 12:00:00,6671,4,0,10,12,1,1,0,2,0.7,0.6515,0.48,0.0896,164,201,365,182.0
6781,6781,6781,2011-10-10 13:00:00,6672,4,0,10,13,1,1,0,1,0.72,0.6515,0.37,0.0,146,219,365,161.0
6782,6782,6782,2011-10-10 14:00:00,6673,4,0,10,14,1,1,0,1,0.74,0.6515,0.37,0.0,147,223,370,154.0
6783,6783,6783,2011-10-10 15:00:00,6674,4,0,10,15,1,1,0,2,0.72,0.6515,0.42,0.1045,130,254,384,166.0
6784,6784,6784,2011-10-10 16:00:00,6675,4,0,10,16,1,1,0,2,0.7,0.6364,0.45,0.0896,154,248,402,265.0
6785,6785,6785,2011-10-10 17:00:00,6676,4,0,10,17,1,1,0,2,0.66,0.6212,0.54,0.1045,125,334,459,544.0
6786,6786,6786,2011-10-10 18:00:00,6677,4,0,10,18,1,1,0,2,0.64,0.6212,0.53,0.0,108,365,473,502.0
6787,6787,6787,2011-10-10 19:00:00,6678,4,0,10,19,1,1,0,2,0.58,0.5455,0.78,0.0896,69,267,336,357.0
6788,6788,6788,2011-10-10 20:00:00,6679,4,0,10,20,1,1,0,1,0.6,0.5909,0.73,0.0,37,188,225,229.0
