,dteday,instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
11398,2012-04-19 22:00:00,11274,2,1,4,22,0,4,1,1,0.52,0.5,0.59,0.19399999999999998,29,219,248
11399,2012-04-19 23:00:00,11275,2,1,4,23,0,4,1,1,0.5,0.4848,0.63,0.1045,20,124,144
11400,2012-04-20 00:00:00,11276,2,1,4,0,0,5,1,1,0.48,0.4697,0.67,0.1045,5,59,64
11401,2012-04-20 01:00:00,11277,2,1,4,1,0,5,1,1,0.46,0.4545,0.82,0.19399999999999998,3,22,25
11402,2012-04-20 02:00:00,11278,2,1,4,2,0,5,1,1,0.44,0.4394,0.88,0.19399999999999998,3,18,21
11403,2012-04-20 03:00:00,11279,2,1,4,3,0,5,1,1,0.44,0.4394,0.88,0.1045,1,9,10
11404,2012-04-20 04:00:00,11280,2,1,4,4,0,5,1,1,0.42,0.4242,0.94,0.1045,0,3,3
11405,2012-04-20 05:00:00,11281,2,1,4,5,0,5,1,1,0.42,0.4242,0.94,0.0,1,24,25
11406,2012-04-20 06:00:00,11282,2,1,4,6,0,5,1,1,0.42,0.4242,0.88,0.0,8,105,113
11407,2012-04-20 07:00:00,11283,2,1,4,7,0,5,1,1,0.42,0.4242,0.94,0.0,9,350,359
11408,2012-04-20 08:00:00,11284,2,1,4,8,0,5,1,1,0.44,0.4394,0.94,0.0,32,668,700
11409,2012-04-20 09:00:00,11285,2,1,4,9,0,5,1,1,0.46,0.4545,0.88,0.0896,30,329,359
11410,2012-04-20 10:00:00,11286,2,1,4,10,0,5,1,1,0.5,0.4848,0.77,0.19399999999999998,67,170,237
11411,2012-04-20 11:00:00,11287,2,1,4,11,0,5,1,1,0.54,0.5152,0.68,0.1642,64,190,254
11412,2012-04-20 12:00:00,11288,2,1,4,12,0,5,1,1,0.58,0.5455,0.53,0.19399999999999998,102,260,362
11413,2012-04-20 13:00:00,11289,2,1,4,13,0,5,1,1,0.62,0.6212,0.43,0.19399999999999998,105,276,381
11414,2012-04-20 14:00:00,11290,2,1,4,14,0,5,1,1,0.64,0.6212,0.44,0.2239,156,238,394
11415,2012-04-20 15:00:00,11291,2,1,4,15,0,5,1,1,0.64,0.6212,0.47,0.19399999999999998,145,262,407
11416,2012-04-20 16:00:00,11292,2,1,4,16,0,5,1,1,0.66,0.6212,0.44,0.19399999999999998,151,429,580
11417,2012-04-20 17:00:00,11293,2,1,4,17,0,5,1,1,0.64,0.6212,0.47,0.2836,122,697,819
11418,2012-04-20 18:00:00,11294,2,1,4,18,0,5,1,1,0.62,0.6212,0.5,0.2836,110,558,668
11419,2012-04-20 19:00:00,11295,2,1,4,19,0,5,1,1,0.6,0.6212,0.53,0.19399999999999998,82,410,492
11420,2012-04-20 20:00:00,11296,2,1,4,20,0,5,1,1,0.58,0.5455,0.56,0.1642,52,289,341
11421,2012-04-20 21:00:00,11297,2,1,4,21,0,5,1,1,0.56,0.5303,0.68,0.1343,35,252,287
11422,2012-04-20 22:00:00,11298,2,1,4,22,0,5,1,1,0.54,0.5152,0.68,0.2537,26,176,202
11423,2012-04-20 23:00:00,11299,2,1,4,23,0,5,1,1,0.52,0.5,0.72,0.1343,31,156,187
11424,2012-04-21 00:00:00,11300,2,1,4,0,0,6,0,1,0.52,0.5,0.77,0.2239,31,111,142
11425,2012-04-21 01:00:00,11301,2,1,4,1,0,6,0,1,0.52,0.5,0.77,0.2239,24,64,88
11426,2012-04-21 02:00:00,11302,2,1,4,2,0,6,0,1,0.52,0.5,0.77,0.1343,12,69,81
11427,2012-04-21 03:00:00,11303,2,1,4,3,0,6,0,1,0.5,0.4848,0.82,0.2239,4,25,29
11428,2012-04-21 04:00:00,11304,2,1,4,4,0,6,0,1,0.5,0.4848,0.82,0.2537,0,9,9
11429,2012-04-21 05:00:00,11305,2,1,4,5,0,6,0,1,0.5,0.4848,0.82,0.2537,0,1,1
11430,2012-04-21 06:00:00,11306,2,1,4,6,0,6,0,1,0.5,0.4848,0.82,0.2239,10,21,31
11431,2012-04-21 07:00:00,11307,2,1,4,7,0,6,0,1,0.5,0.4848,0.82,0.2836,21,55,76
11432,2012-04-21 08:00:00,11308,2,1,4,8,0,6,0,1,0.52,0.5,0.81,0.2537,52,149,201
11433,2012-04-21 09:00:00,11309,2,1,4,9,0,6,0,1,0.54,0.5152,0.77,0.1642,115,216,331
11434,2012-04-21 10:00:00,11310,2,1,4,10,0,6,0,1,0.6,0.6061,0.64,0.2836,183,299,482
11435,2012-04-21 11:00:00,11311,2,1,4,11,0,6,0,1,0.62,0.6061,0.61,0.3284,260,348,608
11436,2012-04-21 12:00:00,11312,2,1,4,12,0,6,0,1,0.64,0.6212,0.57,0.2239,262,378,640
11437,2012-04-21 13:00:00,11313,2,1,4,13,0,6,0,1,0.66,0.6212,0.54,0.2239,291,358,649
11438,2012-04-21 14:00:00,11314,2,1,4,14,0,6,0,1,0.7,0.6364,0.45,0.2836,278,331,609
11439,2012-04-21 15:00:00,11315,2,1,4,15,0,6,0,1,0.72,0.6515,0.39,0.2537,267,361,628
11440,2012-04-21 16:00:00,11316,2,1,4,16,0,6,0,1,0.7,0.6364,0.42,0.3284,267,372,639
11441,2012-04-21 17:00:00,11317,2,1,4,17,0,6,0,2,0.74,0.6515,0.3,0.3881,259,309,568
11442,2012-04-21 18:00:00,11318,2,1,4,18,0,6,0,2,0.68,0.6364,0.47,0.4925,133,283,416
11443,2012-04-21 19:00:00,11319,2,1,4,19,0,6,0,3,0.56,0.5303,0.73,0.4925,9,45,54
11444,2012-04-21 20:00:00,11320,2,1,4,20,0,6,0,3,0.5,0.4848,0.82,0.2985,5,34,39
11445,2012-04-21 21:00:00,11321,2,1,4,21,0,6,0,3,0.5,0.4848,0.82,0.3881,20,82,102
11446,2012-04-21 22:00:00,11322,2,1,4,22,0,6,0,1,0.48,0.4697,0.82,0.2985,20,90,110
11447,2012-04-21 23:00:00,11323,2,1,4,23,0,6,0,2,0.46,0.4545,0.82,0.2836,18,73,91
11448,2012-04-22 00:00:00,11324,2,1,4,0,0,0,0,2,0.46,0.4545,0.82,0.19399999999999998,32,85,117
11449,2012-04-22 01:00:00,11325,2,1,4,1,0,0,0,2,0.46,0.4545,0.82,0.3284,10,63,73
11450,2012-04-22 02:00:00,11326,2,1,4,2,0,0,0,1,0.46,0.4545,0.72,0.2836,7,49,56
11451,2012-04-22 03:00:00,11327,2,1,4,3,0,0,0,2,0.44,0.4394,0.82,0.1642,7,33,40
11452,2012-04-22 04:00:00,11328,2,1,4,4,0,0,0,2,0.44,0.4394,0.77,0.1642,0,7,7
11453,2012-04-22 05:00:00,11329,2,1,4,5,0,0,0,2,0.44,0.4394,0.77,0.2239,0,6,6
11454,2012-04-22 06:00:00,11330,2,1,4,6,0,0,0,2,0.44,0.4394,0.72,0.3284,6,6,12
11455,2012-04-22 07:00:00,11331,2,1,4,7,0,0,0,3,0.42,0.4242,0.77,0.3881,2,22,24
11456,2012-04-22 08:00:00,11332,2,1,4,8,0,0,0,3,0.4,0.4091,0.82,0.2537,8,43,51
11457,2012-04-22 09:00:00,11333,2,1,4,9,0,0,0,3,0.4,0.4091,0.82,0.2537,8,71,79
11458,2012-04-22 10:00:00,11334,2,1,4,10,0,0,0,3,0.38,0.3939,0.82,0.3284,11,57,68
11459,2012-04-22 11:00:00,11335,2,1,4,11,0,0,0,3,0.38,0.3939,0.87,0.2985,7,70,77
11460,2012-04-22 12:00:00,11336,2,1,4,12,0,0,0,3,0.38,0.3939,0.87,0.3284,5,56,61
11461,2012-04-22 13:00:00,11337,2,1,4,13,0,0,0,3,0.38,0.3939,0.82,0.3582,5,47,52
11462,2012-04-22 14:00:00,11338,2,1,4,14,0,0,0,3,0.38,0.3939,0.87,0.3284,3,50,53
11463,2012-04-22 15:00:00,11339,2,1,4,15,0,0,0,3,0.38,0.3939,0.87,0.3881,0,38,38
11464,2012-04-22 16:00:00,11340,2,1,4,16,0,0,0,3,0.38,0.3939,0.87,0.4478,4,32,36
11465,2012-04-22 17:00:00,11341,2,1,4,17,0,0,0,3,0.36,0.3182,0.93,0.4478,2,25,27
11466,2012-04-22 18:00:00,11342,2,1,4,18,0,0,0,3,0.36,0.3182,0.93,0.4478,1,38,39
11467,2012-04-22 19:00:00,11343,2,1,4,19,0,0,0,3,0.36,0.3182,0.87,0.5224,1,34,35
11468,2012-04-22 20:00:00,11344,2,1,4,20,0,0,0,3,0.36,0.3333,0.93,0.4179,1,34,35
11469,2012-04-22 21:00:00,11345,2,1,4,21,0,0,0,3,0.36,0.3333,0.87,0.3881,0,11,11
11470,2012-04-22 22:00:00,11346,2,1,4,22,0,0,0,3,0.34,0.2879,0.87,0.5224,0,13,13
11471,2012-04-22 23:00:00,11347,2,1,4,23,0,0,0,3,0.36,0.3182,0.81,0.4627,0,17,17
11472,2012-04-23 00:00:00,11348,2,1,4,0,0,1,1,3,0.36,0.3333,0.81,0.4179,0,6,6
11473,2012-04-23 01:00:00,11349,2,1,4,1,0,1,1,3,0.34,0.303,0.87,0.3582,1,1,2
11474,2012-04-23 02:00:00,11350,2,1,4,2,0,1,1,2,0.32,0.303,0.87,0.3284,1,3,4
11475,2012-04-23 03:00:00,11351,2,1,4,3,0,1,1,2,0.32,0.303,0.81,0.2836,0,1,1
11476,2012-04-23 04:00:00,11352,2,1,4,4,0,1,1,3,0.3,0.2879,0.81,0.2836,0,3,3
11477,2012-04-23 05:00:00,11353,2,1,4,5,0,1,1,3,0.3,0.2879,0.81,0.2836,0,14,14
11478,2012-04-23 06:00:00,11354,2,1,4,6,0,1,1,2,0.3,0.2727,0.81,0.2985,2,43,45
11479,2012-04-23 07:00:00,11355,2,1,4,7,0,1,1,3,0.3,0.2879,0.81,0.2537,1,206,207
11480,2012-04-23 08:00:00,11356,2,1,4,8,0,1,1,2,0.3,0.2727,0.75,0.3284,11,471,482
11481,2012-04-23 09:00:00,11357,2,1,4,9,0,1,1,2,0.3,0.2727,0.75,0.3881,17,255,272
11482,2012-04-23 10:00:00,11358,2,1,4,10,0,1,1,2,0.32,0.303,0.7,0.3284,12,88,100
11483,2012-04-23 11:00:00,11359,2,1,4,11,0,1,1,2,0.32,0.2879,0.7,0.3582,10,91,101
11484,2012-04-23 12:00:00,11360,2,1,4,12,0,1,1,3,0.34,0.303,0.71,0.3582,12,117,129
11485,2012-04-23 13:00:00,11361,2,1,4,13,0,1,1,3,0.34,0.303,0.66,0.3881,9,98,107
11486,2012-04-23 14:00:00,11362,2,1,4,14,0,1,1,3,0.36,0.3182,0.62,0.4478,12,102,114
11487,2012-04-23 15:00:00,11363,2,1,4,15,0,1,1,2,0.36,0.3333,0.62,0.3881,11,101,112
11488,2012-04-23 16:00:00,11364,2,1,4,16,0,1,1,3,0.3,0.2727,0.81,0.3582,10,93,103
11489,2012-04-23 17:00:00,11365,2,1,4,17,0,1,1,3,0.3,0.2727,0.82,0.3284,13,219,232
11490,2012-04-23 18:00:00,11366,2,1,4,18,0,1,1,3,0.32,0.3333,0.81,0.1343,10,369,379
11491,2012-04-23 19:00:00,11367,2,1,4,19,0,1,1,2,0.34,0.3182,0.76,0.2239,11,287,298
11492,2012-04-23 20:00:00,11368,2,1,4,20,0,1,1,2,0.32,0.3182,0.76,0.1642,17,186,203
11493,2012-04-23 21:00:00,11369,2,1,4,21,0,1,1,2,0.32,0.303,0.81,0.2239,7,145,152
11494,2012-04-23 22:00:00,11370,2,1,4,22,0,1,1,1,0.32,0.3182,0.76,0.19399999999999998,18,71,89
11495,2012-04-23 23:00:00,11371,2,1,4,23,0,1,1,1,0.32,0.3182,0.76,0.1642,10,49,59
11496,2012-04-24 00:00:00,11372,2,1,4,0,0,2,1,2,0.32,0.3333,0.76,0.1343,0,13,13
11497,2012-04-24 01:00:00,11373,2,1,4,1,0,2,1,2,0.32,0.3333,0.81,0.1343,1,6,7
11498,2012-04-24 02:00:00,11374,2,1,4,2,0,2,1,1,0.32,0.3182,0.81,0.19399999999999998,0,3,3
11499,2012-04-24 03:00:00,11375,2,1,4,3,0,2,1,1,0.32,0.303,0.81,0.2239,0,2,2
11500,2012-04-24 04:00:00,11376,2,1,4,4,0,2,1,1,0.3,0.2879,0.7,0.19399999999999998,0,3,3
11501,2012-04-24 05:00:00,11377,2,1,4,5,0,2,1,1,0.3,0.2879,0.7,0.19399999999999998,0,22,22
11502,2012-04-24 06:00:00,11378,2,1,4,6,0,2,1,1,0.3,0.2879,0.7,0.2239,3,117,120
11503,2012-04-24 07:00:00,11379,2,1,4,7,0,2,1,1,0.32,0.303,0.66,0.2836,3,387,390
11504,2012-04-24 08:00:00,11380,2,1,4,8,0,2,1,1,0.34,0.3182,0.61,0.2537,12,599,611
11505,2012-04-24 09:00:00,11381,2,1,4,9,0,2,1,1,0.4,0.4091,0.47,0.3582,6,302,308
11506,2012-04-24 10:00:00,11382,2,1,4,10,0,2,1,1,0.42,0.4242,0.47,0.2985,33,129,162
11507,2012-04-24 11:00:00,11383,2,1,4,11,0,2,1,1,0.46,0.4545,0.31,0.3881,27,157,184
11508,2012-04-24 12:00:00,11384,2,1,4,12,0,2,1,1,0.48,0.4697,0.29,0.3881,36,188,224
11509,2012-04-24 13:00:00,11385,2,1,4,13,0,2,1,1,0.5,0.4848,0.29,0.3881,35,189,224
11510,2012-04-24 14:00:00,11386,2,1,4,14,0,2,1,1,0.5,0.4848,0.25,0.3881,50,166,216
11511,2012-04-24 15:00:00,11387,2,1,4,15,0,2,1,1,0.5,0.4848,0.23,0.4179,60,176,236
11512,2012-04-24 16:00:00,11388,2,1,4,16,0,2,1,1,0.5,0.4848,0.23,0.19399999999999998,54,308,362
11513,2012-04-24 17:00:00,11389,2,1,4,17,0,2,1,1,0.52,0.5,0.22,0.3881,72,619,691
11514,2012-04-24 18:00:00,11390,2,1,4,18,0,2,1,1,0.5,0.4848,0.18,0.0,52,580,632
11515,2012-04-24 19:00:00,11391,2,1,4,19,0,2,1,1,0.5,0.4848,0.18,0.2537,33,449,482
11516,2012-04-24 20:00:00,11392,2,1,4,20,0,2,1,1,0.48,0.4697,0.21,0.3284,16,269,285
11517,2012-04-24 21:00:00,11393,2,1,4,21,0,2,1,2,0.46,0.4545,0.28,0.1642,13,213,226
11518,2012-04-24 22:00:00,11394,2,1,4,22,0,2,1,1,0.44,0.4394,0.35,0.1045,8,149,157
11519,2012-04-24 23:00:00,11395,2,1,4,23,0,2,1,1,0.42,0.4242,0.38,0.0896,4,69,73
11520,2012-04-25 00:00:00,11396,2,1,4,0,0,3,1,1,0.44,0.4394,0.38,0.0,13,23,36
11521,2012-04-25 01:00:00,11397,2,1,4,1,0,3,1,1,0.42,0.4242,0.41,0.0,8,17,25
11522,2012-04-25 02:00:00,11398,2,1,4,2,0,3,1,1,0.36,0.3788,0.62,0.0,1,6,7
11523,2012-04-25 03:00:00,11399,2,1,4,3,0,3,1,1,0.32,0.3333,0.7,0.0896,0,3,3
11524,2012-04-25 04:00:00,11400,2,1,4,4,0,3,1,1,0.34,0.3485,0.66,0.0896,0,6,6
11525,2012-04-25 05:00:00,11401,2,1,4,5,0,3,1,1,0.34,0.3636,0.66,0.0,0,24,24
11526,2012-04-25 06:00:00,11402,2,1,4,6,0,3,1,1,0.34,0.3636,0.66,0.0,3,103,106
11527,2012-04-25 07:00:00,11403,2,1,4,7,0,3,1,1,0.34,0.3636,0.71,0.0,13,376,389
11528,2012-04-25 08:00:00,11404,2,1,4,8,0,3,1,1,0.36,0.3636,0.76,0.0896,20,634,654
11529,2012-04-25 09:00:00,11405,2,1,4,9,0,3,1,1,0.42,0.4242,0.54,0.0,33,288,321
11530,2012-04-25 10:00:00,11406,2,1,4,10,0,3,1,1,0.52,0.5,0.34,0.0,44,138,182
11531,2012-04-25 11:00:00,11407,2,1,4,11,0,3,1,1,0.52,0.5,0.32,0.1343,42,177,219
11532,2012-04-25 12:00:00,11408,2,1,4,12,0,3,1,1,0.54,0.5152,0.28,0.2836,49,220,269
11533,2012-04-25 13:00:00,11409,2,1,4,13,0,3,1,1,0.56,0.5303,0.26,0.2239,35,193,228
11534,2012-04-25 14:00:00,11410,2,1,4,14,0,3,1,1,0.56,0.5303,0.22,0.3582,47,176,223
11535,2012-04-25 15:00:00,11411,2,1,4,15,0,3,1,1,0.58,0.5455,0.19,0.1642,47,182,229
11536,2012-04-25 16:00:00,11412,2,1,4,16,0,3,1,1,0.6,0.5909,0.2,0.3284,49,327,376
11537,2012-04-25 17:00:00,11413,2,1,4,17,0,3,1,1,0.6,0.5909,0.2,0.2985,68,664,732
11538,2012-04-25 18:00:00,11414,2,1,4,18,0,3,1,1,0.6,0.5909,0.2,0.2836,60,649,709
11539,2012-04-25 19:00:00,11415,2,1,4,19,0,3,1,1,0.6,0.5909,0.2,0.19399999999999998,42,501,543
11540,2012-04-25 20:00:00,11416,2,1,4,20,0,3,1,1,0.56,0.5303,0.22,0.0896,22,358,380
11541,2012-04-25 21:00:00,11417,2,1,4,21,0,3,1,1,0.52,0.5,0.52,0.1343,27,212,239
11542,2012-04-25 22:00:00,11418,2,1,4,22,0,3,1,1,0.5,0.4848,0.51,0.0,22,170,192
11543,2012-04-25 23:00:00,11419,2,1,4,23,0,3,1,2,0.5,0.4848,0.51,0.0896,10,94,104
11544,2012-04-26 00:00:00,11420,2,1,4,0,0,4,1,2,0.48,0.4697,0.63,0.0,1,42,43
11545,2012-04-26 01:00:00,11421,2,1,4,1,0,4,1,2,0.48,0.4697,0.48,0.0896,1,22,23
11546,2012-04-26 02:00:00,11422,2,1,4,2,0,4,1,2,0.48,0.4697,0.55,0.1045,3,10,13
11547,2012-04-26 03:00:00,11423,2,1,4,3,0,4,1,2,0.48,0.4697,0.55,0.0896,1,5,6
11548,2012-04-26 04:00:00,11424,2,1,4,4,0,4,1,2,0.48,0.4697,0.59,0.0896,1,2,3
11549,2012-04-26 05:00:00,11425,2,1,4,5,0,4,1,2,0.48,0.4697,0.63,0.1343,0,17,17
11550,2012-04-26 06:00:00,11426,2,1,4,6,0,4,1,2,0.48,0.4697,0.63,0.2537,5,122,127
11551,2012-04-26 07:00:00,11427,2,1,4,7,0,4,1,3,0.46,0.4545,0.82,0.3582,3,222,225
11552,2012-04-26 08:00:00,11428,2,1,4,8,0,4,1,3,0.46,0.4545,0.82,0.19399999999999998,4,358,362
11553,2012-04-26 09:00:00,11429,2,1,4,9,0,4,1,3,0.46,0.4545,0.88,0.1642,12,189,201
11554,2012-04-26 10:00:00,11430,2,1,4,10,0,4,1,2,0.46,0.4545,0.94,0.1642,14,125,139
11555,2012-04-26 11:00:00,11431,2,1,4,11,0,4,1,2,0.46,0.4545,0.94,0.2239,16,135,151
11556,2012-04-26 12:00:00,11432,2,1,4,12,0,4,1,2,0.52,0.5,0.83,0.1343,24,180,204
11557,2012-04-26 13:00:00,11433,2,1,4,13,0,4,1,2,0.5,0.4848,0.82,0.1642,19,178,197
11558,2012-04-26 14:00:00,11434,2,1,4,14,0,4,1,2,0.54,0.5152,0.77,0.19399999999999998,37,132,169
11559,2012-04-26 15:00:00,11435,2,1,4,15,0,4,1,2,0.52,0.5,0.83,0.3284,39,165,204
11560,2012-04-26 16:00:00,11436,2,1,4,16,0,4,1,2,0.52,0.5,0.83,0.2239,37,281,318
11561,2012-04-26 17:00:00,11437,2,1,4,17,0,4,1,1,0.54,0.5152,0.77,0.1642,49,565,614
11562,2012-04-26 18:00:00,11438,2,1,4,18,0,4,1,2,0.54,0.5152,0.77,0.19399999999999998,75,589,664
11563,2012-04-26 19:00:00,11439,2,1,4,19,0,4,1,2,0.54,0.5152,0.77,0.2239,57,407,464
11564,2012-04-26 20:00:00,11440,2,1,4,20,0,4,1,1,0.54,0.5152,0.77,0.19399999999999998,23,314,337
11565,2012-04-26 21:00:00,11441,2,1,4,21,0,4,1,1,0.52,0.5,0.83,0.2239,28,222,250
11566,2012-04-26 22:00:00,11442,2,1,4,22,0,4,1,1,0.52,0.5,0.83,0.1642,20,163,183
11567,2012-04-26 23:00:00,11443,2,1,4,23,0,4,1,1,0.5,0.4848,0.88,0.1642,6,106,112
11568,2012-04-27 00:00:00,11444,2,1,4,0,0,5,1,1,0.54,0.5152,0.68,0.5522,12,61,73
11569,2012-04-27 01:00:00,11445,2,1,4,1,0,5,1,1,0.5,0.4848,0.59,0.4478,3,32,35
11570,2012-04-27 02:00:00,11446,2,1,4,2,0,5,1,1,0.48,0.4697,0.59,0.4179,4,18,22
11571,2012-04-27 03:00:00,11447,2,1,4,3,0,5,1,1,0.44,0.4394,0.47,0.4925,1,2,3
11572,2012-04-27 04:00:00,11448,2,1,4,4,0,5,1,1,0.42,0.4242,0.44,0.2537,0,6,6
11573,2012-04-27 05:00:00,11449,2,1,4,5,0,5,1,1,0.42,0.4242,0.44,0.3582,0,19,19
11574,2012-04-27 06:00:00,11450,2,1,4,6,0,5,1,1,0.4,0.4091,0.43,0.2537,5,115,120
11575,2012-04-27 07:00:00,11451,2,1,4,7,0,5,1,1,0.38,0.3939,0.5,0.2836,10,305,315
11576,2012-04-27 08:00:00,11452,2,1,4,8,0,5,1,1,0.4,0.4091,0.5,0.0,17,575,592
11577,2012-04-27 09:00:00,11453,2,1,4,9,0,5,1,1,0.42,0.4242,0.44,0.4925,42,292,334
11578,2012-04-27 10:00:00,11454,2,1,4,10,0,5,1,1,0.44,0.4394,0.38,0.4179,64,172,236
11579,2012-04-27 11:00:00,11455,2,1,4,11,0,5,1,1,0.44,0.4394,0.38,0.3284,47,186,233
11580,2012-04-27 12:00:00,11456,2,1,4,12,0,5,1,1,0.46,0.4545,0.36,0.3582,63,244,307
11581,2012-04-27 13:00:00,11457,2,1,4,13,0,5,1,1,0.46,0.4545,0.33,0.3881,94,212,306
11582,2012-04-27 14:00:00,11458,2,1,4,14,0,5,1,1,0.46,0.4545,0.33,0.3284,94,206,300
11583,2012-04-27 15:00:00,11459,2,1,4,15,0,5,1,1,0.52,0.5,0.29,0.4925,101,223,324
11584,2012-04-27 16:00:00,11460,2,1,4,16,0,5,1,1,0.52,0.5,0.29,0.2537,105,335,440
11585,2012-04-27 17:00:00,11461,2,1,4,17,0,5,1,1,0.54,0.5152,0.24,0.3881,89,613,702
11586,2012-04-27 18:00:00,11462,2,1,4,18,0,5,1,1,0.52,0.5,0.25,0.3582,94,560,654
11587,2012-04-27 19:00:00,11463,2,1,4,19,0,5,1,1,0.5,0.4848,0.27,0.3881,62,379,441
11588,2012-04-27 20:00:00,11464,2,1,4,20,0,5,1,1,0.46,0.4545,0.31,0.2836,49,240,289
11589,2012-04-27 21:00:00,11465,2,1,4,21,0,5,1,1,0.44,0.4394,0.33,0.2985,23,185,208
11590,2012-04-27 22:00:00,11466,2,1,4,22,0,5,1,1,0.42,0.4242,0.38,0.2537,24,134,158
11591,2012-04-27 23:00:00,11467,2,1,4,23,0,5,1,1,0.4,0.4091,0.4,0.2537,11,105,116
11592,2012-04-28 00:00:00,11468,2,1,4,0,0,6,0,1,0.38,0.3939,0.43,0.1642,4,99,103
11593,2012-04-28 01:00:00,11469,2,1,4,1,0,6,0,1,0.36,0.3333,0.5,0.2985,7,60,67
11594,2012-04-28 02:00:00,11470,2,1,4,2,0,6,0,1,0.36,0.3485,0.43,0.1642,8,49,57
11595,2012-04-28 03:00:00,11471,2,1,4,3,0,6,0,1,0.34,0.3182,0.49,0.2239,3,23,26
11596,2012-04-28 04:00:00,11472,2,1,4,4,0,6,0,1,0.34,0.3333,0.49,0.1642,0,2,2
11597,2012-04-28 05:00:00,11473,2,1,4,5,0,6,0,1,0.34,0.3333,0.46,0.1343,2,3,5
11598,2012-04-28 06:00:00,11474,2,1,4,6,0,6,0,1,0.34,0.3333,0.49,0.19399999999999998,10,18,28
11599,2012-04-28 07:00:00,11475,2,1,4,7,0,6,0,1,0.34,0.3333,0.49,0.1642,10,45,55
11600,2012-04-28 08:00:00,11476,2,1,4,8,0,6,0,1,0.38,0.3939,0.4,0.1343,24,134,158
11601,2012-04-28 09:00:00,11477,2,1,4,9,0,6,0,2,0.38,0.3939,0.37,0.0,45,169,214
11602,2012-04-28 10:00:00,11478,2,1,4,10,0,6,0,2,0.38,0.3939,0.4,0.1642,60,231,291
11603,2012-04-28 11:00:00,11479,2,1,4,11,0,6,0,2,0.38,0.3939,0.4,0.1045,96,262,358
11604,2012-04-28 12:00:00,11480,2,1,4,12,0,6,0,2,0.38,0.3939,0.43,0.0,105,276,381
11605,2012-04-28 13:00:00,11481,2,1,4,13,0,6,0,2,0.4,0.4091,0.37,0.0,120,269,389
11606,2012-04-28 14:00:00,11482,2,1,4,14,0,6,0,1,0.42,0.4242,0.38,0.1045,147,293,440
11607,2012-04-28 15:00:00,11483,2,1,4,15,0,6,0,1,0.42,0.4242,0.41,0.2239,148,260,408
11608,2012-04-28 16:00:00,11484,2,1,4,16,0,6,0,2,0.44,0.4394,0.38,0.19399999999999998,132,244,376
11609,2012-04-28 17:00:00,11485,2,1,4,17,0,6,0,2,0.42,0.4242,0.41,0.1343,98,224,322
11610,2012-04-28 18:00:00,11486,2,1,4,18,0,6,0,3,0.4,0.4091,0.47,0.0,17,73,90
11611,2012-04-28 19:00:00,11487,2,1,4,19,0,6,0,3,0.36,0.3485,0.71,0.1343,29,110,139
11612,2012-04-28 20:00:00,11488,2,1,4,20,0,6,0,2,0.38,0.3939,0.66,0.0,21,81,102
11613,2012-04-28 21:00:00,11489,2,1,4,21,0,6,0,3,0.36,0.3485,0.71,0.19399999999999998,12,72,84
11614,2012-04-28 22:00:00,11490,2,1,4,22,0,6,0,2,0.36,0.3485,0.71,0.1343,17,66,83
11615,2012-04-28 23:00:00,11491,2,1,4,23,0,6,0,2,0.38,0.3939,0.76,0.0896,5,37,42
11616,2012-04-29 00:00:00,11492,2,1,4,0,0,0,0,3,0.36,0.3485,0.81,0.1343,0,36,36
11617,2012-04-29 01:00:00,11493,2,1,4,1,0,0,0,2,0.36,0.3485,0.81,0.1343,5,37,42
11618,2012-04-29 02:00:00,11494,2,1,4,2,0,0,0,2,0.36,0.3636,0.87,0.1045,4,36,40
11619,2012-04-29 03:00:00,11495,2,1,4,3,0,0,0,2,0.36,0.3485,0.87,0.19399999999999998,2,14,16
11620,2012-04-29 04:00:00,11496,2,1,4,4,0,0,0,2,0.36,0.3485,0.87,0.1343,0,4,4
11621,2012-04-29 05:00:00,11497,2,1,4,5,0,0,0,1,0.34,0.3636,0.87,0.0,0,6,6
11622,2012-04-29 06:00:00,11498,2,1,4,6,0,0,0,1,0.34,0.3333,0.87,0.1343,1,6,7
11623,2012-04-29 07:00:00,11499,2,1,4,7,0,0,0,2,0.34,0.3333,0.87,0.1343,7,20,27
11624,2012-04-29 08:00:00,11500,2,1,4,8,0,0,0,1,0.38,0.3939,0.76,0.1343,26,81,107
11625,2012-04-29 09:00:00,11501,2,1,4,9,0,0,0,1,0.4,0.4091,0.71,0.1343,52,133,185
11626,2012-04-29 10:00:00,11502,2,1,4,10,0,0,0,1,0.42,0.4242,0.67,0.0896,127,253,380
11627,2012-04-29 11:00:00,11503,2,1,4,11,0,0,0,1,0.46,0.4545,0.51,0.0,128,283,411
11628,2012-04-29 12:00:00,11504,2,1,4,12,0,0,0,1,0.48,0.4697,0.44,0.1045,223,361,584
11629,2012-04-29 13:00:00,11505,2,1,4,13,0,0,0,1,0.5,0.4848,0.45,0.1045,226,369,595
11630,2012-04-29 14:00:00,11506,2,1,4,14,0,0,0,1,0.54,0.5152,0.34,0.0,281,372,653
11631,2012-04-29 15:00:00,11507,2,1,4,15,0,0,0,1,0.56,0.5303,0.37,0.1343,279,324,603
11632,2012-04-29 16:00:00,11508,2,1,4,16,0,0,0,1,0.6,0.6061,0.28,0.19399999999999998,240,347,587
